2024-04-26 11:55:35.283 | SUCCESS  | __main__:send_tx:100 - Transaction satisfying the conditions.
2024-04-26 11:55:35.284 | INFO     | __main__:send_tx:101 - Signature: L6LK14mRW66Mjgx38rRExmBpdbfVUG9MCuBc5UB1FjFCAxKhvWYQQK7gtQX4oVsfZVn1oDb1876uVjnj8oxswy7
2024-04-26 11:55:35.284 | INFO     | __main__:send_tx:102 - SWAP: 21.14685953899999
2024-04-26 11:55:35.286 | INFO     | __main__:scan_transactions:137 - Signatures scanning initiated, token='4Emy8wxucNacn17qPH9zrNYigXshB5XTeM6U56BLMapP'
2024-04-26 11:55:35.286 | INFO     | __main__:scan_transactions:138 - Scanning start time is: 11:55:35
2024-04-26 11:55:40.882 | ERROR    | src.userbot.handlers:on_new_message_from_second_channel:55 - Can't find token in message text from SECOND channel.
2024-04-26 11:56:03.230 | SUCCESS  | src.storage.database:add_token:92 - New token (ANJZtGV5X9yV22bFs2x23TzWdu9ZBa3caoTEuRwVi646) was successfuly inserted to database.
2024-04-26 11:56:03.425 | DEBUG    | src.tokens_handler:__add_tokens:44 - Start transaction handler in process 21
2024-04-26 11:56:04.590 | SUCCESS  | __main__:send_tx:100 - Transaction satisfying the conditions.
2024-04-26 11:56:04.591 | INFO     | __main__:send_tx:101 - Signature: L6LK14mRW66Mjgx38rRExmBpdbfVUG9MCuBc5UB1FjFCAxKhvWYQQK7gtQX4oVsfZVn1oDb1876uVjnj8oxswy7
2024-04-26 11:56:04.592 | INFO     | __main__:send_tx:102 - SWAP: 21.14685953899999
2024-04-26 11:56:04.593 | INFO     | __main__:scan_transactions:137 - Signatures scanning initiated, token='ANJZtGV5X9yV22bFs2x23TzWdu9ZBa3caoTEuRwVi646'
2024-04-26 11:56:04.593 | INFO     | __main__:scan_transactions:138 - Scanning start time is: 11:56:04
2024-04-26 11:56:07.588 | SUCCESS  | src.storage.database:add_token:92 - New token (ANJZtGV5X9yV22bFs2x23TzWdu9ZBa3caoTEuRwVi646) was successfuly inserted to database.
2024-04-26 11:56:13.439 | DEBUG    | src.tokens_handler:__add_tokens:44 - Start transaction handler in process 23
2024-04-26 11:56:14.503 | SUCCESS  | __main__:send_tx:100 - Transaction satisfying the conditions.
2024-04-26 11:56:14.505 | INFO     | __main__:send_tx:101 - Signature: L6LK14mRW66Mjgx38rRExmBpdbfVUG9MCuBc5UB1FjFCAxKhvWYQQK7gtQX4oVsfZVn1oDb1876uVjnj8oxswy7
2024-04-26 11:56:14.505 | INFO     | __main__:send_tx:102 - SWAP: 21.14685953899999
